medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
depakene,ranitidina,"Medicamentos para os quais não foi detectada nenhuma interação ou com interação sem relevância , ranitidina, clorpromazina, , lítio, Medicamentos com outras interações Amitriptilina/nortriptilina: o uso concomitante de valproato de sódio e amitriptilina raramente foi associado com toxicidade.",0,fonte2,automatica,0.85
depakene,quetiapina,Quetiapina: a em conjunto com valproato de sódio pode aumentar o risco de neutropenia (redução no número de neutrófilos no sangue) ou leucopenia (redução no número de leucócitos no sangue).,1,fonte2,automatica,0.65
diabinese,probenecida,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como anti-inflamatórios não esteroides (drogas que bloqueiam a e que não são derivadas de hormônios), salicilatos (como o AAS), sulfonamidas (como a sulfanilamida, a , a sulfasalazina e o sulfametoxazol), , probenecida, cumarínicos, inibidores da monoaminoxidase (antidepressivos como a isocarboxazida, iproniazida, clorgilina e ), agentes bloqueadores beta-adrenérgicos (como o , propranolol e , tiazidas (como , e outros , como a ), corticosteroides (como a ), fenotiazinas (como a clorpromazina) e agentes derivados da tiroide, estrogênios, contraceptivos orais (pílulas para evitar a gravidez), fenitoína, ácido nicotínico, simpatomiméticos (como o salbutamol e o formoterol), agentes bloqueadores dos canais de cálcio (como nifedipina, diltiazem e verapamil) e Recomenda-se não ingerir álcool durante o tratamento com Diabinese Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",1,fonte2,automatica,0.65
diabinese,diltiazem,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como anti-inflamatórios não esteroides (drogas que bloqueiam a e que não são derivadas de hormônios), salicilatos (como o AAS), sulfonamidas (como a sulfanilamida, a , a sulfasalazina e o sulfametoxazol), , probenecida, cumarínicos, inibidores da monoaminoxidase (antidepressivos como a isocarboxazida, iproniazida, clorgilina e ), agentes bloqueadores beta-adrenérgicos (como o , propranolol e , tiazidas (como , e outros , como a ), corticosteroides (como a ), fenotiazinas (como a clorpromazina) e agentes derivados da tiroide, estrogênios, contraceptivos orais (pílulas para evitar a gravidez), fenitoína, ácido nicotínico, simpatomiméticos (como o salbutamol e o formoterol), agentes bloqueadores dos canais de cálcio (como nifedipina, diltiazem e verapamil) e Recomenda-se não ingerir álcool durante o tratamento com Diabinese Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",1,fonte2,automatica,0.65
diabinese,verapamil,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como anti-inflamatórios não esteroides (drogas que bloqueiam a e que não são derivadas de hormônios), salicilatos (como o AAS), sulfonamidas (como a sulfanilamida, a , a sulfasalazina e o sulfametoxazol), , probenecida, cumarínicos, inibidores da monoaminoxidase (antidepressivos como a isocarboxazida, iproniazida, clorgilina e ), agentes bloqueadores beta-adrenérgicos (como o , propranolol e , tiazidas (como , e outros , como a ), corticosteroides (como a ), fenotiazinas (como a clorpromazina) e agentes derivados da tiroide, estrogênios, contraceptivos orais (pílulas para evitar a gravidez), fenitoína, ácido nicotínico, simpatomiméticos (como o salbutamol e o formoterol), agentes bloqueadores dos canais de cálcio (como nifedipina, diltiazem e verapamil) e Recomenda-se não ingerir álcool durante o tratamento com Diabinese Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",1,fonte2,automatica,0.65
diabinese,contraceptivos,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como anti-inflamatórios não esteroides (drogas que bloqueiam a e que não são derivadas de hormônios), salicilatos (como o AAS), sulfonamidas (como a sulfanilamida, a , a sulfasalazina e o sulfametoxazol), , probenecida, cumarínicos, inibidores da monoaminoxidase (antidepressivos como a isocarboxazida, iproniazida, clorgilina e ), agentes bloqueadores beta-adrenérgicos (como o , propranolol e , tiazidas (como , e outros , como a ), corticosteroides (como a ), fenotiazinas (como a clorpromazina) e agentes derivados da tiroide, estrogênios, contraceptivos orais (pílulas para evitar a gravidez), fenitoína, ácido nicotínico, simpatomiméticos (como o salbutamol e o formoterol), agentes bloqueadores dos canais de cálcio (como nifedipina, diltiazem e verapamil) e Recomenda-se não ingerir álcool durante o tratamento com Diabinese Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",1,fonte2,automatica,0.65
diabinese,corticosteroides,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como anti-inflamatórios não esteroides (drogas que bloqueiam a e que não são derivadas de hormônios), salicilatos (como o AAS), sulfonamidas (como a sulfanilamida, a , a sulfasalazina e o sulfametoxazol), , probenecida, cumarínicos, inibidores da monoaminoxidase (antidepressivos como a isocarboxazida, iproniazida, clorgilina e ), agentes bloqueadores beta-adrenérgicos (como o , propranolol e , tiazidas (como , e outros , como a ), corticosteroides (como a ), fenotiazinas (como a clorpromazina) e agentes derivados da tiroide, estrogênios, contraceptivos orais (pílulas para evitar a gravidez), fenitoína, ácido nicotínico, simpatomiméticos (como o salbutamol e o formoterol), agentes bloqueadores dos canais de cálcio (como nifedipina, diltiazem e verapamil) e Recomenda-se não ingerir álcool durante o tratamento com Diabinese Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",1,fonte2,automatica,0.65
diamicron mr,varfarina,MR pode aumentar os efeitos de medicamentos (por exemplo; varfarina).,1,fonte2,automatica,0.65
diamox,ciclosporina,"Inibidores da anidrase carbônica: devido aos possíveis efeitos aditivos com outros inibidores da anidrase carbônica, não se recomenda o uso concomitante desses medicamentos. : quando administrada concomitantemente, a acetazolamida pode aumentar os níveis sanguíneos da ciclosporina.",1,fonte2,automatica,0.65
diamox,ciclosporina,Recomenda-se cautela ao se administrar acetazolamida em pacientes tratados com a ciclosporina.,1,fonte2,automatica,0.65
digeplus,levotiroxina,"O uso de Digeplus em conjunto com as drogas listadas abaixo, pode resultar nos seguintes efeitos indesejáveis: Relacionadas à dimeticona Gravidade: moderada Pode reduzir a eficácia terapêutica: levotiroxina.",1,fonte2,automatica,0.65
dolamin flex,aines,"Interação medicamento-medicamento O uso concomitante de Dolamin Flex com anti-inflamatórios não esteroides (AINEs), por ex., , incluindo o ácido acetilsalicílico em doses altas, pode aumentar o risco de úlcera do estômago, do duodeno e hemorragias;",1,fonte2,automatica,0.65
dolamin flex,metotrexato,O tratamento simultâneo com e Dolamin Flex pode aumentar a toxicidade do metotrexato no sangue;,1,fonte2,automatica,0.65
dolantina,cimetidina,"(medicamento usado para o tratamento de do estômago e/ou duodeno) A cimetidina reduz o clearance (eliminação) e o volume de distribuição da petidina e também a formação do metabólito norpetidina, portanto deve-se ter cautela quando usar em conjunto.",1,fonte2,automatica,0.65
dorflex,dipirona,"A dipirona pode potencializar eventual diminuição da temperatura corporal causada por fenotiazínicos Agentes anticolinérgicos, como a orfenadrina, não controlam a discinesia tardia (movimentos involuntários) associada ao uso prolongado de antipsicóticos.",1,fonte2,automatica,0.65
dorflex,dipirona,"Portanto, recomenda-se cautela quando dipirona e substrato de CYP2B6 e/ou CYP3A4 são administrados concomitantemente; a resposta clínica e/ou os níveis do medicamento devem ser seguidos de monitoramento terapêutico do medicamento.",1,fonte2,automatica,0.65
dorflex,dipirona,"Adicionar dipirona ao pode aumentar a hematotoxicidade (toxicidade do sangue) do metotrexato, particularmente em pacientes idosos.",1,fonte2,automatica,0.65
dorflex,metotrexato,"Adicionar dipirona ao pode aumentar a hematotoxicidade (toxicidade do sangue) do metotrexato, particularmente em pacientes idosos.",1,fonte2,automatica,0.65
dorflex,dipirona,"A dipirona pode reduzir o efeito do ácido acetilsalicílico na agregação plaquetária, quando tomado concomitantemente.",1,fonte2,automatica,0.65
dramin b6 dl,contraceptivos,"O uso concomitante da piridoxina e de contraceptivos orais, pode aumentar as necessidades de piridoxina.",1,fonte2,automatica,0.65
ecator anlo,anlodipino,"Desse modo, deve-se avaliar e monitorar os níveis de pressão arterial, bem como proceder ao ajuste de dose do anlodipino, durante e após a utilização conjunta desses agentes e classes farmacológicos.",1,fonte2,automatica,0.75
effient,varfarina,"Você deve informar ao seu médico todos os medicamentos que estiver usando. deve ser administrado com cautela em pacientes tomando os seguintes medicamentos: Varfarina (ou outros medicamentos anticoagulantes) e anti-inflamatórios não esteroidais. pode ser administrado concomitantemente com os seguintes medicamentos: Estatinas, ácido acetilsalicílico, heparina, e antiácidos.",1,fonte2,automatica,0.65
effient,anticoagulantes,"Você deve informar ao seu médico todos os medicamentos que estiver usando. deve ser administrado com cautela em pacientes tomando os seguintes medicamentos: Varfarina (ou outros medicamentos anticoagulantes) e anti-inflamatórios não esteroidais. pode ser administrado concomitantemente com os seguintes medicamentos: Estatinas, ácido acetilsalicílico, heparina, e antiácidos.",1,fonte2,automatica,0.65
emla,amiodarona,Por não existirem dados da interação de prilocaína/lidocaína e drogas para o tratamento de arritmias cardíacas (ex.: amiodarona) esta associação deve ser usada com cautela.,1,fonte2,automatica,0.65
eprex,ciclosporina,"Se você estiver tomando um fármaco (medicamento) conhecido por (para suprimir seu sistema imune após um transplante), seu médico deve solicitar testes sanguíneos especiais para verificar os níveis de ciclosporina enquanto você estiver utilizando Eprex A ação de Eprex poderá ser potencializada pela administração terapêutica simultânea de um agente hematínico, como o sulfato ferroso , quando houver um estado deficitário de precursores da hemoglobina.",1,fonte2,automatica,0.65
estomazil pastilha,digoxina,"Cefpodoxima: a absorção de cefpodoxima pode ser alterada pelo uso simultâneo com carbonato de cálcio, alterando seus efeitos esperados; : antiácidos podem diminuir a absorção e, consequentemente, os efeitos desses agentes; recomenda-se a administração de antiácidos 4 horas antes ou 3 horas após o uso desses fungicidas; : a absorção oral de digoxina pode ser diminuída quando administrados com antiácidos, reduzindo sua eficácia;",1,fonte2,automatica,0.65
estomazil pastilha,gabapentina,"Fosfato de sódio: deve-se aguardar no mínimo 1 hora, entre a administração de antiácidos e o uso de suplementos contendo fosfato de sódio, para evitar uma redução da absorção/efeito deste; : recomenda-se o uso de gabapentina cerca de 2 horas após o uso de antiácidos para minimizar a interação e a diminuição de seus efeitos;",1,fonte2,automatica,0.65
evanor,contraceptivos,A troleandomicina pode aumentar o risco de colestase intra-hepática (parada ou dificuldade da eliminação da bile) durante a administração concomitante com contraceptivos orais combinados.,1,fonte2,automatica,0.65
evanor,contraceptivos,"O etinilestradiol pode interferir no metabolismo de outras drogas podendo aumentar as concentrações plasmáticas e teciduais (p. ex., , corticosteroides) ou diminuir (p. ex., Em pacientes tratados com a flunarizina (medicamento para ), relatou-se que o uso de contraceptivos orais aumenta o risco de (surgimento de leite nas mamas fora do período de amamentação).",1,fonte2,automatica,0.65
evanor,corticosteroides,"O etinilestradiol pode interferir no metabolismo de outras drogas podendo aumentar as concentrações plasmáticas e teciduais (p. ex., , corticosteroides) ou diminuir (p. ex., Em pacientes tratados com a flunarizina (medicamento para ), relatou-se que o uso de contraceptivos orais aumenta o risco de (surgimento de leite nas mamas fora do período de amamentação).",1,fonte2,automatica,0.65
exelon,amiodarona,"Deve-se ter precaução quando Exelon é tomado juntamente com medicamentos conhecidos por induzir o prolongamento do intervalo QT e/ou torsade de pointes (incluindo, entre outros, a quinidina (medicamento usado para tratar batimentos cardíacos irregulares), amiodarona (medicamento usado para tratar batimentos cardíacos irregulares graves/fatais), (medicamento atua no sistema nervoso central), halofantrina (medicamento antimalárico), cisaprida (medicamento usado para tratar sintomas de refluxo gastroesofágico ), citalopram (medicamento usado para tratar depressão), mizolastina (medicamento anti-histamínico) e medicamentos usados para tratar infecções bacterianas como moxifloxacino e ).",1,fonte2,automatica,0.65
