medicamento,secao,texto,classe_sugerida,confianca_heuristica,medicamentos_detectados,score_prioridade,classe_manual
acido acetilsalicilico,INTERAÇÕES MEDICAMENTOSAS,"Combinações que requerem precauções para o uso: · metotrexato em doses inferiores a 15 mg/semana: aumento da toxicidade hematológica do metotrexato (diminuição da depuração renal do metotrexato por agentes anti -inflamatórios em geral e deslocamento do metotrexato de sua ligação na proteína plasmática pelos salicilatos); · Anticoagulantes, trombolíticos/ outros inibidores da agregação plaquetária/ hemóstase : aumento do risco de sangramento; · Outros anti -inflamatórios não -esteroidais com salicilatos em doses elevadas: aumento do risco de úlceras e sangramento gastrintestinal devido ao efeito sinérgico; · Inibidores seletivos da recaptação de serotonina ( ISRSs ): aumento do risco de sangramento gastrintestinal superior possivelmente em razão do efeito sinérgico ; · digoxina: aumento das concentrações plasmáticas de digoxina em função da diminuição da excreção renal; · Antidiabéticos, por exemplo, insulina e sulfonilureias: aumento do efeito hipoglicêmico por altas doses do ácido acetilsalicílico por ação hipoglicêmica do ácido acetilsalicílico e deslocamento da sulfonilureia de sua ligação nas proteínas plasmáticas; · Diuréticos em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por diminuição da síntese renal de prostaglandina; · Glicocorticoides sistêmicos, exceto hidrocortisona usada como terapia de reposição na doença de Addison: diminuição dos níveis de salicilato plasmático durante o tratamento com corticosteroides e risco de superdose de salicilato após interrupção do tratamento, devido ao aumento da eliminação de salicilatos pelos corticosteroides; · Inibidores da enzima conversora de angiotensina (ECA) em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por inibição das prostaglandinas vasodilatadoras.",-1,-1.0,digoxina; metotrexato; insulina; anticoagulantes; corticosteroides,15.0,1
besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,-1,-1.0,varfarina; ciclosporina; atorvastatina; digoxina; anlodipino,15.0,0
claritromicina,INTERAÇÕES  MEDICAMENTOSAS,"São exemplos, mas não se resume a: alprazolam, astemizol, carbamazepina, cilostazol, cisaprida, ciclosporina, disopiramida, alcaloides do ergot, lovastatina, metilprednisolona, midazolam, omeprazol, anticoagulantes orais (ex: varfarina, rivaroxabana, apixabana , edoxabana ), antipsicóticos atípicos (ex: quetiapina), pimozida, quinidina, rifabutina, sildenafila, sinvastatina, tacrolimo, terfenadina, triazolam e v imblastina.",-1,-1.0,varfarina; ciclosporina; omeprazol; sinvastatina; carbamazepina,15.0,
cloridrato de verapamil,INTERAÇÕES MEDICAMENTOSAS,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",-1,-1.0,eritromicina; claritromicina; rifampicina; fenobarbital; verapamil,15.0,1
acebrofilina,INTERAÇÕES MEDICAMENTOSAS,"O uso concomitante de acebrofilina com antibióticos macrolídeos (eritromicina), algumas quinolonas como norfloxacino e ciprofloxacino , anti -histamínicos H2 (cimetidina, ranitidina, famotidina), alopurinol, diltiazem e ipriflavona , pode retardar a eliminação da teofilina, aumentando o risco de intoxicação pela mesma.",-1,-1.0,alopurinol; eritromicina; diltiazem; cimetidina; ranitidina,15.0,1
losartana potássica hidroclorotiazida,INTERAÇÕES  MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS losartana Não foram identificadas interações medicamentosas de significado clínico com os seguintes compostos avaliados nos estudos de farmacocinética clínica: hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital ( vide “hidroclorotiazida, Álcool, Barbituratos ou Narcóticos ”, a seguir), cetoconazol e eritromicina.",-1,-1.0,varfarina; eritromicina; losartana; digoxina; cetoconazol,15.0,0
losartana potássica,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Nos estudos clínicos de farmacocinética realizados com hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital, cetoconazol e eritromicina, não foram identificadas interações medicamentosas de importância clínica.",-1,-1.0,varfarina; eritromicina; digoxina; cetoconazol; fenobarbital,15.0,0
dicloridrato de hidroxizina,INTERAÇÕES  MEDICAMENTOSAS,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",-1,-1.0,eritromicina; claritromicina; fluoxetina; fluconazol; amiodarona,15.0,2
valsartana,INTERAÇÕES MEDICAMENTOSAS,"Entre os fármacos com os quais se realizaram estudos clínicos incluem -se: cimetidina, varfarina, furosemida, digoxina, atenolol, indometacina, hidroclorotiazida, anlodipino e glibenclamida.",-1,-1.0,varfarina; digoxina; glibenclamida; hidroclorotiazida; furosemida,15.0,
drospirenona etinilestradiol,INTERAÇÕES MEDICAMENTOSAS,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
drospirenona etinilestradiol,INTERAÇÕES  MEDICAMENTOSAS,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
cloridrato de moxifloxacino,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, morfina, probenecida.",-1,-1.0,probenecida; ciclosporina; digoxina; itraconazol; glibenclamida,15.0,0
telmisartana,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",-1,-1.0,varfarina; ibuprofeno; paracetamol; sinvastatina; digoxina,15.0,0
estradiol acetato de noretisterona,INTERAÇÕES MEDICAMENTOSAS,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; cetoconazol; fluconazol; itraconazol,15.0,1
drosperinona etinilestradiol,INTERAÇÕES  MEDICAMENTOSAS,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, antibióticos macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas de estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
drosperinona etinilestradiol,INTERAÇÕES  MEDICAMENTOSAS,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) : Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, antibióticos macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
drosperinona etinilestradiol,INTERAÇÕES  MEDICAMENTOSAS,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): inibidores potentes e moderados do CYP 3A4 como antifúngicos azólicos (como, por exemplo: itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como, por exemplo: claritromicina, eritromicina), diltiazem e suco de toronja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
cloridrato de lercanidipino,INTERAÇÕES MEDICAMENTOSAS,"A coadministração do lercanidipino com inibidores do CYP3A4 deve ser evitada (por exemplo, o cetoconazol, itraconazol, ritonavir, eritromicina, troleandomicina, claritromicina) (vide “Contraindicações”). ciclosporina A ciclosporina e o lercanidipino não devem ser administrados juntamente (vide “Contraindicações”).",-1,-1.0,ciclosporina; eritromicina; claritromicina; cetoconazol; itraconazol,15.0,2
ezetimiba sinvastatina,CONTRAINDICAÇÕES,"CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba + sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (vide 5.",-1,-1.0,eritromicina; claritromicina; sinvastatina; cetoconazol; itraconazol,15.0,2
valsartana besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Em monoterapia, o anlodipino é seguramente administrado com diuréticos tiazídicos, betabloqueadores, inibidores da enzima conversora de angiotensina, nitratos de longa ação, nitroglicerinas sublinguais, digoxina, varfarina, atorvastatina, sildenafila, Maalox ® (hidróxido de alumínio gel, hidróxido de magnésio e simeticona), cimetidina, medicamentos anti -inflamatórios não -esteroidais, antibióticos e medicamentos hipoglicemiantes orais. valsartana Duplo bloqueio do Sistema Renina -Angiotensina (SRA) com BRAs, IECAs ou alisquireno: o uso concomitante de BRAs, incluindo valsartana, com outros medicamentos que agem no SRA é associado com o aumento da incidência de hipotensão, hipercalemia e alterações na função renal em comparação com à monoterapia.",-1,-1.0,varfarina; atorvastatina; digoxina; anlodipino; cimetidina,15.0,1
linagliptina,CONTRAINDICAÇÕES,"A linagliptina não teve efeito clinicamente relevante sobre a farmacocinética da metformina, glibenclamida, sinvastatina, pioglitazona, varfarina, digoxina ou contraceptivos orais; fornecendo evidência in vivo de uma baixa propensão para causar interações medicamentosas com substratos das CYP3A4, CYP2C9, CYP2C8, glicoproteína -P e com transportadores catiônicos orgânicos (TCO). metformina: a coadministração de múltiplas doses supraterapêuticas de 10 mg de linagliptina uma vez ao dia, com doses de 850 mg três vezes ao dia de metformina, não alterou de forma clinicamente significativa a farmacocinética da linagliptina ou da metformina em voluntários sadios.",-1,-1.0,varfarina; metformina; sinvastatina; digoxina; glibenclamida,15.0,0
gliclazida,INTERAÇÕES  MEDICAMENTOSAS,"Os efeitos hipoglicêmicos da gliclazida e sinais da baixa do nível de açúcar no sangue podem ocorrer quando você tomar um dos seguintes medicamentos: - outros medicamentos utilizados no tratamento da hiperglicemia (agentes antidiabéticos orais, agonistas dos receptores GLP -1ou insulina), - antibióticos (sulfonamidas, claritromicina), - medicamentos para tratar hipertensão ou insuficiência cardíaca (betabloqueadores, inibidores da enzima de conversão da angiotensina, tais como o captopril e o enalapril), - medicamentos para tratar infecções fúngicas (miconazol, fluconazol), - medicamentos para tratar úlceras estomacais ou duodenais (antagonistas dos receptores H2), - medicamentos para tratar a depressão (inibidores da monoamino oxidase), - analgésicos ou antirreumáticos (fenilbutazona, ibuprofeno), - medicamentos contendo álcool.",-1,-1.0,claritromicina; ibuprofeno; captopril; fluconazol; insulina,15.0,1
